id,created_at,updated_at,product_code,title,description,model_size,model_height,fabric_stretch,fabric_material,main_fiber_content,care_advice,care_instructions,price,markdown
227,2019-07-26 17:10:55.000205,2019-07-26 17:10:55.000205,1456386,Wild Honey tie shoulder sun dress,,Model wears: UK S/ EU S/ US XS,Model's height: 171cm/5'7.5,"",Stretchy swim fabric,Main: 85% Polyamide,Lining: 92% Polyester  8% Spandex  Main: 85% Polyamide,8% Spandex  Main: 85% Polyamide  15% Spandex.,64.0,0.0
228,2019-07-26 17:10:55.003473,2019-07-26 17:10:55.003473,1456386,Wild Honey tie shoulder sun dress,,Model wears: UK S/ EU S/ US XS,Model's height: 171cm/5'7.5,"",Stretchy swim fabric,Body: 100% Polyester.,Lining: 92% Polyester  8% Spandex  Main: 85% Polyamide,8% Spandex  Main: 85% Polyamide  15% Spandex.,64.0,0.0
230,2019-07-26 17:10:55.0097,2019-07-26 17:10:55.0097,1476237,ASOS DESIGN denim wrap tie front midi skirt in off white,,Model wears: UK S/ EU S/ US XS,Model's height:  170cm/5'7,Lightweight viscose,Lightweight viscoseSoft and drapey,"",Main: 100% Viscose.,"",45.0,0.0
231,2019-07-26 17:10:55.013009,2019-07-26 17:10:55.013009,1454296,Simply Be lace Brazilian brief with blush underlay in black,,Model wears: UK 8/ EU 36/ US 4,Model's height:  173 cm/5'8,We partner with the Better Cotton Initiative to improve cotton farming globally,Non-stretch denim,"",Main: 100% Cotton.,"",23.0,0.0
232,2019-07-26 17:10:55.016027,2019-07-26 17:10:55.016027,1485938,Simply Be lace Brazilian brief with blush underlay in black,,Model wears: UK S/ EU S/ US XS,Model's height:  170cm/5'7,"Textured, linen-mix fabric",Textured,"",Main: 76% Viscose  24% Linen.,24% Linen.,23.0,0.0
233,2019-07-26 17:10:55.019391,2019-07-26 17:10:55.019391,1416202,ASOS DESIGN spray on leather look pants,,Model wears: UK 8/ EU 36/ US 4,Model's height: 173cm/5'8,"","","","","",40.0,0.0
235,2019-07-26 17:10:55.025595,2019-07-26 17:10:55.025595,1495602,Pull&Bear belted cargo utility skirt in camel,,Model wears: UK S/ EU S/ US XS,Model's height:  170cm/5'7,Lightweight woven fabric,Lightweight woven fabric Drapes softly over the body,Body: 100% Polyester.,"","",32.0,0.0
237,2019-07-26 17:10:55.032191,2019-07-26 17:10:55.032191,1467182,adidas Originals adicolor cropped hoodie in white,,Model wears: UK 18/ EU 46/ US 14,Model's height: 178cm/5'10,Soft jersey,Soft jerseyJust like that T-shirt you've got,Main: 68% Cotton,3% Spandex.,"",60.0,0.0
239,2019-07-26 17:10:55.038536,2019-07-26 17:10:55.038536,1415537,adidas Originals RYV taping cropped t-shirt in periwinkle,,Model wears: UK 18/ EU 46/ US 14,Model's height: 178cm/5'10,"",Stretch denim,Body: 95% Viscose,Main: 80% Cotton  17% Viscose  3% Spandex.,17% Viscose  3% Spandex.,30.0,0.0
240,2019-07-26 17:10:55.041623,2019-07-26 17:10:55.041623,1433197,Stradivarius boxy denim jacket in light blue,,Model wears: UK 8/ EU 36/ US 4,Model's height:  180 cm/5'11,Lightweight viscose,Lightweight viscoseSoft and drapey,"",5% Spandex.,"",40.5,0.0
241,2019-07-26 17:10:55.04528,2019-07-26 17:10:55.04528,1416233,Pull&Bear frille detail button front midi dress in green,,Model wears: UK 6/ EU 34/ US 2,Model's height: 164cm/5'4.5,Linen-mix jersey,Linen-mix jerseyTextured,Main: 100% Cotton.,Main: 90% Polyester  10% Linen.,10% Linen.,49.9,0.0
242,2019-07-26 17:10:55.048446,2019-07-26 17:10:55.048446,1495621,ASOS DESIGN going out one shoulder bodycon mini dress,,Model wears: UK 8/ EU 36/ US 4,Model's height:  170cm/5'7,Pure cotton,Pure cottonIt's light and breathable,"",Main: 100% Cotton.,"",16.0,0.0
243,2019-07-26 17:10:55.051896,2019-07-26 17:10:55.051896,1436503,ASOS DESIGN Curve chino jogger,,Model wears: UK 8/ EU 36/ US 4,Model's height:  174 cm/5'8.5,Soft jersey,Soft jerseyWe partner with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals,"","","",35.0,0.0
244,2019-07-26 17:10:55.054932,2019-07-26 17:10:55.054932,1416202,ASOS DESIGN spray on leather look pants,,Model wears: UK 8/ EU 36/ US 4,Model's height: 173cm/5'8,"","",Body: 95% Cotton,"","",40.0,0.0
245,2019-07-26 17:10:55.057948,2019-07-26 17:10:55.057948,1392867,Pull&Bear raw hem denim shorts two-piece in beige,,Model wears: UK S/ EU S/ US XS,Model's height: 170cm/5'7,"",Stretch cotton,"",Body: 95% Cotton  5% Spandex.,5% Spandex.,29.9,0.0
246,2019-07-26 17:10:55.061357,2019-07-26 17:10:55.061357,1416201,Simply Be longline denim shorts with distressing in stonewash,,Model wears: UK 8/ EU 36/ US 4,Model's height: 173cm/5'8,"",Lightweight,"",Keeps you cool without having to whack up the AC  Main: 90% Polyester  10% Linen.,Main: 90% Polyester  10% Linen.,42.0,0.0
247,2019-07-26 17:10:55.064441,2019-07-26 17:10:55.064441,1446063,Pull&Bear slim mom stretch jeans in dark blue,,Model wears: UK 8/ EU 36/ US 4,Model's height: 180cm/5'11,Satin-style fabric,Satin-style fabricSilky and super smooth,"","","",32.0,0.0
248,2019-07-26 17:10:55.06763,2019-07-26 17:10:55.06763,1495589,ASOS DESIGN crop tank in linen mix in black,,Model wears: UK 8/ EU 36/ US 4,Model's height:  170cm/5'7,Non-stretch denim,Non-stretch denimThick,"",Main: 100% Cotton.,"",13.0,0.0
249,2019-07-26 17:10:55.071203,2019-07-26 17:10:55.071203,1400317,Pull&Bear graphic motif t shirt in white,,Model wears: UK 18/ EU 46/ US 14,Model's height: 170cm/5'7,Stretchy swim fabric,"",Body: 100% Cotton,"","",19.0,0.0
251,2019-07-26 17:10:55.077604,2019-07-26 17:10:55.077604,1494625,Pull&Bear pacific wrap top in yellow polka dot print,,Model wears: UK 8/ EU 36/ US 4,Model's height: 168cm/5'6,Non-stretch denim,Non-stretch denimThick,"",Main: 100% Cotton.,"",28.0,0.0
252,2019-07-26 17:10:55.081106,2019-07-26 17:10:55.081106,1489286,Simply Be bandeau bikini top with removeable halterneck in black,,Model wears: UK S/ EU S/ US S,Model's height:  170cm/5'7,Soft twill,Soft twillRibbed,Main: 93% Polyester,Main: 100% Cotton.,"",26.0,0.0
253,2019-07-26 17:10:55.08428,2019-07-26 17:10:55.08428,1495573,ASOS DESIGN maternity mix & match pyjama jersey pants,,Model wears: UK S/ EU S/ US XS,Model's height: 171cm/5'7.5,Stretchy swim fabric,Stretchy swim fabricGoes great with your vacation,"",10% Spandex  Main: 93% Polyester  7% Spandex.,Main: 93% Polyester  7% Spandex.,19.0,0.0
250,2019-07-26 17:10:55.074262,2019-09-10 22:39:54.946733,1455817,Rahi Solstice Palisades dress,For that vacation you haven't booked yet,Model wears: UK S/ EU S/ US XS,Model's height: 178cm/5'10,"",Slightly sheer cotton,Body: 91% Viscose,"","Just here for the care instructions? Yeah, we thought so. Machine wash according to instructions on care label.",57.0,0.0
236,2019-07-26 17:10:55.029026,2019-09-10 22:39:54.811022,1419960,Wild Honey cami dress with bunny ties in ditsy print,Break out the blooms,Model wears: UK S/ EU S/ US XS,Model's height: 170cm/5'7,"",Lightweight woven fabric,Body: 100% Polyester.  ,"","Just here for the care instructions? Yeah, we thought so. Machine wash according to instructions on care label.",30.0,0.0
229,2019-07-26 17:10:55.006663,2019-09-10 22:39:55.002584,1419960,Wild Honey cami dress with bunny ties in ditsy print,Break out the blooms,Model wears: UK S/ EU S/ US XS,Model's height: 170cm/5'7,"",Lightweight woven fabric,Body: 100% Polyester.  ,"",Clothes have needs too y'know. Hand wash only.,30.0,0.0
254,2019-07-26 17:10:55.087629,2019-07-26 17:10:55.087629,1472252,Stradivarius tailored pants in yellow,,Model wears: UK 8/ EU 36/ US 4,Model's height:  170cm/5'7,"",Ribbed jersey,Body: 100% Cotton,Main: 50% Polyester  46% Cotton  4% Spandex.,46% Cotton  4% Spandex.,30.0,0.0
255,2019-07-26 17:10:55.090915,2019-07-26 17:10:55.090915,1455817,Peek & Beau Curve Exclusive Eco scoop swimsuit with drawstring channel waist in floral,,Model wears: UK S/ EU S/ US XS,Model's height: 178cm/5'10,"",Slightly sheer cotton,Body: 91% Viscose,Opaque lining Body: 100% Cotton  Body Lining: 100% Cotton.,Body: 100% Cotton  Body Lining: 100% Cotton.,57.0,0.0
256,2019-07-26 17:10:55.094147,2019-07-26 17:10:55.094147,1443662,Simply Be bandeau bikini top with removeable halterneck in black,,Model wears: UK 18/ EU 46/ US 14,Model's height: 174cm/5'8.5,"Textured, linen-mix fabric",Textured,Main: 68% Cotton,Body: 91% Viscose  9% Linen.,9% Linen.,26.0,0.0
258,2019-07-26 17:10:55.100382,2019-07-26 17:10:55.100382,1477427,Stradivarius boxy denim jacket in light blue,,Model wears: UK S/ EU S/ US S,Model's height: 174cm/5'8.5,"",Soft woven fabric,"",Main: 100% Polyester.,"",40.5,0.0
259,2019-07-26 17:10:55.103706,2019-07-26 17:10:55.103706,1455749,ASOS DESIGN Petite crop tank in linen mix in black,,Model wears: UK S/ EU S/ US XS,Model's height: 173cm/5'8,"",Lightweight woven fabric,"",Main: 100% Viscose.,"",13.0,0.0
260,2019-07-26 17:10:55.106743,2019-07-26 17:10:55.106743,1456559,ASOS DESIGN Tall top with broidery sleeve,,Model wears: UK 8/ EU 36/ US 4,Model's height: 178cm/5'10,Everyday T-shirt fabric,Everyday T-shirt fabricBasic in the best way,"",20% Viscose.,"",23.0,0.0
261,2019-07-26 17:10:55.11002,2019-07-26 17:10:55.11002,1481044,ASOS DESIGN Tall one shoulder peplum top in snake print,,Model wears: UK S/ EU S/ US XS,Model's height: 173cm/5'8,"",Cotton-rich woven fabric,Body: 95% Cotton,Main: 57% Cotton  43% Viscose.,43% Viscose.,35.0,0.0
262,2019-07-26 17:10:55.11339,2019-07-26 17:10:55.11339,1392867,Pull&Bear raw hem denim shorts two-piece in beige,,Model wears: UK S/ EU S/ US XS,Model's height: 170cm/5'7,"",Stretch cotton,"",Body: 95% Cotton  5% Spandex.,5% Spandex.,29.9,0.0
263,2019-07-26 17:10:55.116511,2019-07-26 17:10:55.116511,1436503,ASOS DESIGN Curve chino jogger,,Model wears: UK 8/ EU 36/ US 4,Model's height:  174 cm/5'8.5,Soft jersey,Soft jerseyWe partner with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals,Main: 85% Polyamide,"","",35.0,0.0
264,2019-07-26 17:10:55.119555,2019-07-26 17:10:55.119555,1466811,Pull&Bear dress with crochet detail in white,,Model wears: UK 18/ EU 46/ US 14,Model's height:  180 cm/5'11,"Hey, fancy pants",Stretch lace,"",fancy pants Gusset: 100% Cotton  Main: 85% Polyamide,Gusset: 100% Cotton  Main: 85% Polyamide  15% Spandex.,42.0,0.0
265,2019-07-26 17:10:55.122598,2019-07-26 17:10:55.122598,1447083,ASOS DESIGN Petite bias cut satin slip skirt in cherry print,,Model wears: UK S/ EU S/ US XS,Model's height: 173cm/5'8,Smooth woven fabric,Smooth woven fabricUses The North Face FlashDry-XD technologyMoves sweat away from the skin to help keep you dry and comfortableAbrasion and snag-resistant,Body: 100% Polyester,"","",48.0,0.0
266,2019-07-26 17:10:55.125955,2019-07-26 17:10:55.125955,1472487,Peek & Beau Curve Exclusive Eco high waist bikini bottom in floral,,Model wears: UK 8/ EU 36/ US 4,Model's height: 175cm/5'9,"",Soft faux leather,Main: 85% Polyamide,no one can tell the difference Body: 100% Polyester  Coating: 100% Polyurethane.,Body: 100% Polyester  Coating: 100% Polyurethane.,26.0,0.0
267,2019-07-26 17:10:55.129014,2019-07-26 17:10:55.129014,1456386,Wild Honey tie shoulder sun dress,,Model wears: UK S/ EU S/ US XS,Model's height: 171cm/5'7.5,"",Stretchy swim fabric,Body: 100% Polyester.,Lining: 92% Polyester  8% Spandex  Main: 85% Polyamide,8% Spandex  Main: 85% Polyamide  15% Spandex.,64.0,0.0
268,2019-07-26 17:10:55.132186,2019-07-26 17:10:55.132186,1419960,Stradivarius tie waist linen striped pants in pink,,Model wears: UK S/ EU S/ US XS,Model's height: 170cm/5'7,"",Lightweight woven fabric,"",floaty Body: 100% Polyester.,Body: 100% Polyester.,30.0,0.0
269,2019-07-26 17:10:55.135358,2019-07-26 17:10:55.135358,1485938,Simply Be lace Brazilian brief with blush underlay in black,,Model wears: UK S/ EU S/ US XS,Model's height:  170cm/5'7,"Textured, linen-mix fabric",Textured,Body: 91% Viscose,Main: 76% Viscose  24% Linen.,24% Linen.,23.0,0.0
270,2019-07-26 17:10:55.138489,2019-07-26 17:10:55.138489,1443662,Simply Be bandeau bikini top with removeable halterneck in black,,Model wears: UK 18/ EU 46/ US 14,Model's height: 174cm/5'8.5,"Textured, linen-mix fabric",Textured,"",Body: 91% Viscose  9% Linen.,9% Linen.,26.0,0.0
271,2019-07-26 17:10:55.141754,2019-07-26 17:10:55.141754,1415544,ASOS DESIGN Tall top with broidery sleeve,,Model wears: UK 18/ EU 46/ US 14,Model's height: 178cm/5'10,Stretch denim,Stretch denimFor a tight cut without the restriction,"",21% Polyester  12% Viscose  1% Spandex.,12% Viscose  1% Spandex.,23.0,0.0
272,2019-07-26 17:10:55.144886,2019-07-26 17:10:55.144886,1432684,Pull&Bear elasticated waist mom jean in blue,,Model wears: UK 6/ EU 34/ US 2,Model's height:  158 cm/5'2,"",Smooth woven fabric,"",Main: 100% Polyester.,"",39.9,0.0
273,2019-07-26 17:10:55.148091,2019-07-26 17:10:55.148091,1465286,Pull&Bear linen ruffle edge two-piece top in beige,,Model wears: UK 8/ EU 36/ US 4,Model's height: 176cm/5'9.5,"",Super-stretch fabric,"",Fabric: 96% Viscose  4% Spandex.,4% Spandex.,21.0,0.0
274,2019-07-26 17:10:55.151239,2019-07-26 17:10:55.151239,1474640,Pull&bear mixed print shorts in multi,,Model wears: UK S/ EU S/ US XS,Model's height:  170cm/5'7,Non-stretch denim,Non-stretch denimThick,"",Main: 100% Cotton.,"",29.9,0.0
275,2019-07-26 17:10:55.154396,2019-07-26 17:10:55.154396,1467059,Wild Honey tie shoulder sun dress,,Model wears: UK 18/ EU 46/ US 14,Model's height:  175 cm/5'9,Drapey woven fabric,Drapey woven fabricThe kind that doesn't stretch,Body: 100% Polyester.,"","",64.0,0.0
276,2019-07-26 17:10:55.157616,2019-07-26 17:10:55.157616,1419957,The North Face Class V Hike Short 2.0 in black,,Model wears: UK S/ EU S/ US XS,Model's height: 170cm/5'7,"",Lightweight woven fabric,"",Body: 100% Polyester.,"",45.0,0.0
277,2019-07-26 17:10:55.160622,2019-07-26 17:10:55.160622,1489286,Simply Be bandeau bikini top with removeable halterneck in black,,Model wears: UK S/ EU S/ US S,Model's height:  170cm/5'7,Soft twill,Soft twillRibbed,"",Main: 100% Cotton.,"",26.0,0.0
278,2019-07-26 17:10:55.163842,2019-07-26 17:10:55.163842,1467182,adidas Originals adicolor cropped hoodie in white,,Model wears: UK 18/ EU 46/ US 14,Model's height: 178cm/5'10,Soft jersey,Soft jerseyJust like that T-shirt you've got,"",3% Spandex.,"",60.0,0.0
279,2019-07-26 17:10:55.166837,2019-07-26 17:10:55.166837,1456546,ASOS DESIGN Tall top with broidery sleeve,,Model wears: UK 8/ EU 36/ US 4,Model's height: 180cm/5'11,Go-with-everything jersey,Go-with-everything jerseyIt's a soft all-rounder,"",3% Spandex.,"",23.0,0.0
280,2019-07-26 17:10:55.16998,2019-07-26 17:10:55.16998,1455747,Stradivarius palazzo pant in yellow,,Model wears: UK 8/ EU 36/ US 4,Model's height: 174cm/5'8.5,"",Lightweight woven fabric,"",Main: 100% Viscose.,"",30.0,0.0
281,2019-07-26 17:10:55.17337,2019-07-26 17:10:55.17337,1485835,The North Face Shine On t-shirt in pink with pocket,,Model wears: UK S/ EU S/ US XS,Model's height: 178cm/5'10,"",Lightweight,Body: 95% Viscose,Lightly textured  Main: 55% Viscose  24% Cotton,Main: 55% Viscose  24% Cotton  21% Linen.,35.0,0.0
282,2019-07-26 17:10:55.176534,2019-07-26 17:10:55.176534,1433197,Stradivarius boxy denim jacket in light blue,,Model wears: UK 8/ EU 36/ US 4,Model's height:  180 cm/5'11,Lightweight viscose,Lightweight viscoseSoft and drapey,Lining: 100% Polyester,5% Spandex.,"",40.5,0.0
283,2019-07-26 17:10:55.179746,2019-07-26 17:10:55.179746,1433690,Peek & Beau Curve Exclusive Eco scoop swimsuit with drawstring channel waist in floral,,Model wears: UK 8/ EU 36/ US 4,Model's height: 168cm/5'6,"",Lightweight woven fabric,Main: 68% Cotton,Lining: 100% Polyester  Shell: 100% Polyester.,Shell: 100% Polyester.,57.0,0.0
285,2019-07-26 17:10:55.186077,2019-07-26 17:10:55.186077,1463827,ASOS DESIGN color block pleated midi skirt in scuba,,Model wears: UK 8/ EU 36/ US 4,Model's height: 180cm/5'11,Soft jersey,Soft jerseyWe partner with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals,"",Lace Trim: 100% Cotton,"",67.0,0.0
286,2019-07-26 17:10:55.189364,2019-07-26 17:10:55.189364,1455747,Stradivarius palazzo pant in yellow,,Model wears: UK 8/ EU 36/ US 4,Model's height: 174cm/5'8.5,"",Lightweight woven fabric,"",Main: 100% Viscose.,"",30.0,0.0
1,2019-07-26 17:10:54.111126,2019-07-26 17:10:56.672048,1455817,Peek & Beau Curve Exclusive Eco scoop swimsuit with drawstring channel waist in floral,,Model wears: UK S/ EU S/ US XS,Model's height: 178cm/5'10,"",Slightly sheer cotton,"",See below for full care instructions,"Unless you're about that multicoloured life
Dry clean only",57.0,0.0
4,2019-07-26 17:10:54.170177,2019-07-26 17:10:58.434052,1447066,Pull&Bear v neck mini dress in peach,,Model wears: UK S/ EU S/ US XS,Model's height: 173cm/5'8,Go-with-everything jersey,Go-with-everything jerseyWe partner with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals,"","","",32.0,0.0
45,2019-07-26 17:10:54.366491,2019-07-26 17:11:05.400077,1467051,ASOS DESIGN denim wrap tie front midi skirt in off white,,"","",Stretchy swim fabric,Stretchy swim fabricGoes great with your vacation,"",15% Spandex.,"",45.0,0.0
29,2019-07-26 17:10:54.316777,2019-07-26 17:11:10.737846,1466811,Pull&Bear dress with crochet detail in white,,Model wears: UK 18/ EU 46/ US 14,Model's height:  180 cm/5'11,"Hey, fancy pants",Stretch lace,Main: 100% Viscose.,fancy pants Gusset: 100% Cotton  Main: 85% Polyamide,Gusset: 100% Cotton  Main: 85% Polyamide  15% Spandex.,42.0,0.0
86,2019-07-26 17:10:54.497244,2019-07-26 17:11:39.840457,1455817,Peek & Beau Curve Exclusive Eco scoop swimsuit with drawstring channel waist in floral,,Model wears: UK S/ EU S/ US XS,Model's height: 178cm/5'10,"",Slightly sheer cotton,"",Opaque lining Body: 100% Cotton  Body Lining: 100% Cotton.,Body: 100% Cotton  Body Lining: 100% Cotton.,57.0,0.0
112,2019-07-26 17:10:54.590973,2019-07-26 17:11:51.518481,1419957,The North Face Class V Hike Short 2.0 in black,,Model wears: UK S/ EU S/ US XS,Model's height: 170cm/5'7,"",Lightweight woven fabric,"",Body: 100% Polyester.,"",45.0,0.0
129,2019-07-26 17:10:54.648276,2019-07-26 17:11:59.320561,1447054,Pull&Bear Pacific crinkle swimsuit in orange,,Model wears: UK S/ EU S/ US XS,Model's height: 173cm/5'8,Soft sweatshirt fabric,Soft sweatshirt fabricWe partner with the Better Cotton Initiative to improve cotton farming globally This makes it better for farmers and the environment BCI provides farming-practice training It promotes things like water efficiency and reducing the most harmful chemicals,"",50% Polyester.,"",29.9,0.0
78,2019-07-26 17:10:54.471725,2019-09-10 22:39:54.026156,1447051,The North Face 92 Rage heavyweight long sleeve top in white,For your daytime thing,Model wears: UK S/ EU S/ US XS,Model's height: 173cm/5'8,"",Soft jersey. We partner with the Better Cotton Initiative to improve cotton farming globally. This makes it better for farmers and the environment. BCI provides farming-practice training. It promotes things like water efficiency and reducing the most harmful chemicals.,Main: 95% Polyester,"","Just here for the care instructions? Yeah, we thought so. Machine wash according to instructions on care label.",28.0,0.0
141,2019-07-26 17:10:54.687826,2019-09-10 22:39:54.372912,1447051,The North Face 92 Rage heavyweight long sleeve top in white,For your daytime thing,Model wears: UK S/ EU S/ US XS,Model's height: 173cm/5'8,"",Soft jersey. We partner with the Better Cotton Initiative to improve cotton farming globally. This makes it better for farmers and the environment. BCI provides farming-practice training. It promotes things like water efficiency and reducing the most harmful chemicals.,Main: 95% Polyester,"",Just here for the care instructions? We've got you covered. Machine wash according to instructions on care label.,28.0,0.0
218,2019-07-26 17:10:54.971581,2019-09-10 22:39:54.699312,1447051,The North Face 92 Rage heavyweight long sleeve top in white,For your daytime thing,Model wears: UK S/ EU S/ US XS,Model's height: 173cm/5'8,"",Soft jersey. We partner with the Better Cotton Initiative to improve cotton farming globally. This makes it better for farmers and the environment. BCI provides farming-practice training. It promotes things like water efficiency and reducing the most harmful chemicals.,Main: 95% Polyester,"",Avoid post-wash regrets. Always check the label.,28.0,0.0
89,2019-07-26 17:10:54.507107,2019-09-10 22:39:54.801983,1447054,The North Face Red Box hoodie in gray/pink,Throw on and go,Model wears: UK S/ EU S/ US XS,Model's height: 173cm/5'8,"",Soft sweatshirt fabric. We partner with the Better Cotton Initiative to improve cotton farming globally. This makes it better for farmers and the environment. BCI provides farming-practice training. It promotes things like water efficiency and reducing the most harmful chemicals.,Main: 95% Polyester,"","Just here for the care instructions? Yeah, we thought so. Machine wash according to instructions on care label.",29.9,0.0
238,2019-07-26 17:10:55.035428,2019-09-10 22:39:54.819357,1427302,ASOS DESIGN cami midi prom dress in palm broderie with contrast stitching,For that thing you have to go to,Model wears: UK 8/ EU 36/ US 4,Model's height:  174 cm/5'8.5,"",Broderie anglaise. Embroidered eyelet fabric. It's a cute all-rounder.,Main: 68% Cotton  32% Polyester. ,"","Just here for the care instructions? Yeah, we thought so. Machine wash according to instructions on care label.",35.0,0.0
257,2019-07-26 17:10:55.097209,2019-09-10 22:39:54.955158,1427302,ASOS DESIGN cami midi prom dress in palm broderie with contrast stitching,For that thing you have to go to,Model wears: UK 8/ EU 36/ US 4,Model's height:  174 cm/5'8.5,"",Broderie anglaise. Embroidered eyelet fabric. It's a cute all-rounder.,Main: 68% Cotton  32% Polyester. ,"","The label may be small, but it's important. Hand wash only.",35.0,0.0
194,2019-07-26 17:10:54.877404,2019-09-10 22:39:55.069068,1427302,ASOS DESIGN cami midi prom dress in palm broderie with contrast stitching,For that thing you have to go to,Model wears: UK 8/ EU 36/ US 4,Model's height:  174 cm/5'8.5,"",Broderie anglaise. Embroidered eyelet fabric. It's a cute all-rounder.,Main: 68% Cotton  32% Polyester. ,"",Clothes have needs too y'know. Machine wash according to instructions on care label.,35.0,0.0
284,2019-07-26 17:10:55.182886,2019-07-26 17:13:10.636505,1427302,Peek & Beau Curve Exclusive rib triangle bikini top in yellow,,Model wears: UK 8/ EU 36/ US 4,Model's height:  174 cm/5'8.5,Broderie anglaise,Broderie anglaiseEmbroidered eyelet fabricIt's a cute all-rounder,"",9% Cotton  Main: 68% Cotton  32% Polyester.,Main: 68% Cotton  32% Polyester.,35.0,0.0
11,2019-07-26 17:10:54.210023,2019-09-10 22:39:53.546816,1447066,The North Face Shine On t-shirt in pink with pocket,For your daytime thing,Model wears: UK S/ EU S/ US XS,Model's height: 173cm/5'8,"",Go-with-everything jersey. We partner with the Better Cotton Initiative to improve cotton farming globally. This makes it better for farmers and the environment. BCI provides farming-practice training. It promotes things like water efficiency and reducing the most harmful chemicals.,Main: 95% Polyester,"","The label may be small, but it's important. Machine wash according to instructions on care label.",32.0,0.0
12,2019-07-26 17:10:54.213338,2019-09-10 22:39:53.666169,1394927,ASOS DESIGN Curve chino jogger,Throw on and go,Model wears: UK 18/ EU 46/ US 14,Model's height: 174cm/5'8.5,"",Smooth woven fabric. Go-with-everything jersey. We partner with the Better Cotton Initiative to improve cotton farming globally. This makes it better for farmers and the environment. BCI provides farming-practice training. It promotes things like water efficiency and reducing the most harmful chemicals.,Lining: 100% Polyester,"","The label may be small, but it's important. Machine wash according to instructions on care label.",135.0,0.0
23,2019-07-26 17:10:54.291736,2019-09-10 22:39:53.750425,1494625,Pull&Bear elasticated waist mom jean in blue,"Buy them now, wear them forever",Model wears: UK 8/ EU 36/ US 4,Model's height: 168cm/5'6,"",Non-stretch denim. Thick.,Main: 100% Cotton.  ,"","Just here for the care instructions? Yeah, we thought so. Machine wash according to instructions on care label.",28.0,0.0
36,2019-07-26 17:10:54.338825,2019-09-10 22:39:53.834643,1400321,Peek & Beau Curve Exclusive Eco sleeve bikini top in floral,Just add water,Model wears: UK 18/ EU 46/ US 14,Model's height: 170cm/5'7,"",Stretchy swim fabric,Body: 100% Cotton.,"",Just here for the care instructions? We've got you covered. Machine wash according to instructions on care label.,60.0,0.0
7,2019-07-26 17:10:54.186818,2019-09-10 22:39:53.839173,1456736,adidas Originals adicolor cropped hoodie in white,A wardrobe staple,Model wears: UK 8/ EU 36/ US 4,Model's height:  175 cm/5'9,"",Soft-touch sweatshirt fabric. Style and comfort – it's a lifestyle.,Main: 95% Polyester,"",Avoid post-wash regrets. Always check the label.,35.0,0.0
37,2019-07-26 17:10:54.341868,2019-09-10 22:39:53.857279,1472298,Bershka striped jumpsuit in white,Daytime dressing made easy,Model wears: UK S/ EU S/ US XS,Model's height:  170cm/5'7,"",Stretch viscose,Main: 96% Viscose  4% Spandex. ,"",Just here for the care instructions? We've got you covered. Machine wash according to instructions on care label.,32.0,0.0
43,2019-07-26 17:10:54.360347,2019-09-10 22:39:53.882744,1495602,Pull&bear mixed print shorts in multi,Floral design,Model wears: UK S/ EU S/ US XS,Model's height:  170cm/5'7,"",Lightweight woven fabric. Drapes softly over the body.,Main: 95% Polyester,"","The label may be small, but it's important. Machine wash according to instructions on care label.",32.0,0.0
49,2019-07-26 17:10:54.378867,2019-09-10 22:39:53.909898,1416201,ASOS DESIGN crop tank in linen mix in black,Basic in the best way,Model wears: UK 8/ EU 36/ US 4,Model's height: 173cm/5'8,"",Lightweight,Main: 90% Polyester  10% Linen.,"","Check the label before you wash it. Fresh looks are for life, not just one wash.",42.0,0.0
17,2019-07-26 17:10:54.229608,2019-09-10 22:39:53.918827,1463827,ASOS DESIGN Tall top with broidery sleeve,For your daytime thing,Model wears: UK 8/ EU 36/ US 4,Model's height: 180cm/5'11,"",Soft jersey. Go-with-everything jersey. We partner with the Better Cotton Initiative to improve cotton farming globally. This makes it better for farmers and the environment. BCI provides farming-practice training. It promotes things like water efficiency and reducing the most harmful chemicals., Lace Trim: 100% Cotton  ,"","Just here for the care instructions? Yeah, we thought so. Machine wash according to instructions on care label.",67.0,0.0
55,2019-07-26 17:10:54.398257,2019-09-10 22:39:53.933281,1491267,Stradivarius asymmetric sleeveless top in white,Add-to-bag potential: considerable,Model wears: UK S/ EU S/ US XS,Model's height: 178cm/5'10,"",Go-with-everything jersey. It's a soft all-rounder.,Main: 95% Cotton.  5% Spandex.  ,"",Clothes have needs too y'know. Machine wash according to instructions on care label.,40.0,0.0
