id,created_at,updated_at,product_code,title,description,model_size,model_height,fabric_stretch,fabric_material,main_fiber_content,care_advice,care_instructions,price,markdown
56,2019-07-26 17:10:54.401318,2019-09-10 22:39:53.937938,1447051,The North Face 92 Rage heavyweight long sleeve top in white,For your daytime thing,Model wears: UK S/ EU S/ US XS,Model's height: 173cm/5'8,"",Soft jersey. Go-with-everything jersey. We partner with the Better Cotton Initiative to improve cotton farming globally. This makes it better for farmers and the environment. BCI provides farming-practice training. It promotes things like water efficiency and reducing the most harmful chemicals.,Main: 95% Polyester,"","Just here for the care instructions? Yeah, we thought so. Machine wash according to instructions on care label.",28.0,0.0
69,2019-07-26 17:10:54.443051,2019-09-10 22:39:53.9869,1436503,ASOS DESIGN maternity mix & match pyjama jersey pants,You're invited to this PJ party,Model wears: UK 8/ EU 36/ US 4,Model's height:  174 cm/5'8.5,"",Soft jersey. We partner with the Better Cotton Initiative to improve cotton farming globally. This makes it better for farmers and the environment. BCI provides farming-practice training. It promotes things like water efficiency and reducing the most harmful chemicals.,Main: 95% Polyester,"","Just here for the care instructions? Yeah, we thought so. Machine wash according to instructions on care label.",35.0,0.0
79,2019-07-26 17:10:54.474987,2019-09-10 22:39:54.030596,1491267,Stradivarius asymmetric sleeveless top in white,Add-to-bag potential: considerable,Model wears: UK S/ EU S/ US XS,Model's height: 178cm/5'10,"",Go-with-everything jersey. It's a soft all-rounder.,Main: 95% Polyester  5% Spandex. ,"",Clothes have needs too y'know. Machine wash according to instructions on care label.,40.0,0.0
104,2019-07-26 17:10:54.564043,2019-09-10 22:39:54.21173,1472298,Bershka striped jumpsuit in white,Daytime dressing made easy,Model wears: UK S/ EU S/ US XS,Model's height:  170cm/5'7,"",Stretch viscose,Main: 96% Viscose  4% Spandex. ,"",Just here for the care instructions? We've got you covered. Machine wash according to instructions on care label.,32.0,0.0
109,2019-07-26 17:10:54.581093,2019-09-10 22:39:54.233105,1476242,Pull&Bear comfort stretch mom jean in black,Just like your mum's in the 80s,Model wears: UK 8/ EU 36/ US 4,Model's height:  173 cm/5'8,"",Stretch denim,Main: 98% Cotton 2% Spandex. ,"","The label may be small, but it's important. Hand wash only.",45.0,0.0
70,2019-07-26 17:10:54.446141,2019-09-10 22:39:54.259367,1394927,ASOS DESIGN Curve chino jogger,Throw on and go,Model wears: UK 18/ EU 46/ US 14,Model's height: 174cm/5'8.5,"",Smooth woven fabric. We partner with the Better Cotton Initiative to improve cotton farming globally. This makes it better for farmers and the environment. BCI provides farming-practice training. It promotes things like water efficiency and reducing the most harmful chemicals.,Main: 95% Polyester,"","You know the drill. Always check the label. Separate your colors, etc.",135.0,0.0
156,2019-07-26 17:10:54.737375,2019-09-10 22:39:54.32327,1447054,The North Face Red Box hoodie in gray/pink,Throw on and go,Model wears: UK S/ EU S/ US XS,Model's height: 173cm/5'8,"",Soft sweatshirt fabric. We partner with the Better Cotton Initiative to improve cotton farming globally. This makes it better for farmers and the environment. BCI provides farming-practice training. It promotes things like water efficiency and reducing the most harmful chemicals.,Main: 50% Cotton  50% Polyester.,"","Just here for the care instructions? Yeah, we thought so. Machine wash according to instructions on care label.",29.9,0.0
134,2019-07-26 17:10:54.664871,2019-09-10 22:39:54.34326,1485835,Stradivarius tailored pants in yellow,Part of a two-piece set,Model wears: UK S/ EU S/ US XS,Model's height: 178cm/5'10,"",Lightweight,Main: 55% Viscose  24% Cotton  21% Linen.,"",Just here for the care instructions? We've got you covered. Machine wash according to instructions on care label.,35.0,0.0
135,2019-07-26 17:10:54.668302,2019-09-10 22:39:54.348154,1447066,The North Face Shine On t-shirt in pink with pocket,For your daytime thing,Model wears: UK S/ EU S/ US XS,Model's height: 173cm/5'8,"",Go-with-everything jersey. We partner with the Better Cotton Initiative to improve cotton farming globally. This makes it better for farmers and the environment. BCI provides farming-practice training. It promotes things like water efficiency and reducing the most harmful chemicals.,Main: 95% Polyester,"","Just here for the care instructions? Yeah, we thought so. Machine wash according to instructions on care label.",32.0,0.0
234,2019-07-26 17:10:55.02254,2019-09-10 22:39:54.435293,1447054,The North Face Red Box hoodie in gray/pink,Throw on and go,Model wears: UK S/ EU S/ US XS,Model's height: 173cm/5'8,"",Soft sweatshirt fabric. We partner with the Better Cotton Initiative to improve cotton farming globally. This makes it better for farmers and the environment. BCI provides farming-practice training. It promotes things like water efficiency and reducing the most harmful chemicals.,Main: 50% Cotton 50% Polyester.  ,"","The label may be small, but it's important. Machine wash according to instructions on care label.",29.9,0.0
198,2019-07-26 17:10:54.891643,2019-09-10 22:39:54.609559,1419960,Wild Honey cami dress with bunny ties in ditsy print,Break out the blooms,Model wears: UK S/ EU S/ US XS,Model's height: 170cm/5'7,"",Lightweight woven fabric,Body: 100% Polyester.  ,"",Just here for the care instructions? We've got you covered. Machine wash according to instructions on care label.,30.0,0.0
50,2019-07-26 17:10:54.382027,2019-09-10 22:39:55.015139,1415544,Simply Be longline denim shorts with distressing in stonewash,Best paired with warm weather,Model wears: UK 18/ EU 46/ US 14,Model's height: 178cm/5'10,"",Stretch denim. For a tight cut without the restriction.,Main:  21% Polyester  12% Viscose  1% Spandex.,"",Just here for the care instructions? We've got you covered. Hand wash only.,23.0,0.0
